player_name,name_adjusted,event_name,course_name,h1,h2,h3,h4,h1_year,h2_year,h3_year,h4_year,rf1,rf2,rf3,rf4,rf5,rf6,rf7,cut_streak,avg_finish_course,starts_at_course,value,value_rank,salary,s1,s2,s3,s4,s5,key_stat_1,key_stat_2,key_stat_3,key_stat_4,key_stat_5,ch_rank
"Thomas, Justin","Thomas, Justin",Wyndham Championship,SEDGEFIELD,—,—,12,—,2025,2024,2023,2022,14,17,19,13,4,13,23,11,12.0,1,1.23,20,,73.0,62.0,60.0,15.0,86.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,6.0
"Phillips, Chandler","Phillips, Chandler",Wyndham Championship,SEDGEFIELD,34,38,—,—,2025,2024,2023,2022,15,CUT,15,CUT,CUT,CUT,35,1,36.0,2,1.22,22,,114.0,23.0,110.0,85.0,82.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,21.0
"Mazzoli, Stefano","Mazzoli, Stefano",Wyndham Championship,SEDGEFIELD,—,—,—,—,2025,2024,2023,2022,23,19,48,CUT,CUT,13,CUT,3,,0,1.18,23,,,,,,,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,
"Rai, Aaron","Rai, Aaron",Wyndham Championship,SEDGEFIELD,5,1,CUT,71,2025,2024,2023,2022,30,11,CUT,19,1,5,24,2,44.25,4,1.17,24,,15.0,102.0,30.0,48.0,123.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,29.0
"Lipsky, David","Lipsky, David",Wyndham Championship,SEDGEFIELD,44,CUT,45,27,2025,2024,2023,2022,21,CUT,CUT,CUT,24,71,26,1,54.0,4,1.15,25,,75.0,25.0,86.0,70.0,15.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,45.0
"Garnett, Brice","Garnett, Brice",Wyndham Championship,SEDGEFIELD,CUT,41,CUT,CUT,2025,2024,2023,2022,CUT,4,22,CUT,19,24,CUT,0,85.25,8,1.12,26,,76.0,118.0,55.0,68.0,104.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,80.0
"Parry, John","Parry, John",Wyndham Championship,SEDGEFIELD,—,—,—,—,2025,2024,2023,2022,11,CUT,CUT,47,70,31,13,1,,0,0.97,27,,21.0,108.0,37.0,76.0,21.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,
"Brennan, Michael","Brennan, Michael",Wyndham Championship,SEDGEFIELD,—,—,—,—,2025,2024,2023,2022,33,43,CUT,6,CUT,81,CUT,2,,0,0.9,28,,31.0,13.0,18.0,7.0,83.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,
"Horschel, Billy","Horschel, Billy",Wyndham Championship,SEDGEFIELD,—,7,4,27,2025,2024,2023,2022,CUT,15,CUT,42,CUT,CUT,53,0,12.666666666666666,7,0.79,29,,32.0,53.0,112.0,116.0,16.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,7.0
"Coody, Pierceson","Coody, Pierceson",Wyndham Championship,SEDGEFIELD,CUT,61,—,—,2025,2024,2023,2022,39,23,CUT,22,19,CUT,24,2,80.5,2,0.76,30,,72.0,10.0,44.0,32.0,65.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,75.0
"Reitan, Kristoffer","Reitan, Kristoffer",Wyndham Championship,SEDGEFIELD,—,—,—,—,2025,2024,2023,2022,22,CUT,60,6,44,1,14,1,,0,0.72,31,,79.0,71.0,42.0,28.0,89.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,
"Matsuyama, Hideki","Matsuyama, Hideki",Wyndham Championship,SEDGEFIELD,19,—,CUT,—,2025,2024,2023,2022,14,65,43,13,26,71,53,19,59.5,5,0.67,32,,18.0,19.0,77.0,80.0,54.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,52.0
"Penge, Marco","Penge, Marco",Wyndham Championship,SEDGEFIELD,—,—,—,—,2025,2024,2023,2022,9,CUT,30,77,49,21,CUT,1,,0,0.66,33,,106.0,99.0,76.0,53.0,6.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,
"Potgieter, Aldrich","Potgieter, Aldrich",Wyndham Championship,SEDGEFIELD,—,—,—,—,2025,2024,2023,2022,CUT,8,35,48,14,25,CUT,0,,0,0.64,34,,91.0,26.0,71.0,49.0,33.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,
"Dou, Zecheng","Dou, Zecheng",Wyndham Championship,SEDGEFIELD,—,—,51,—,2025,2024,2023,2022,21,CUT,CUT,CUT,13,CUT,CUT,1,51.0,2,0.63,35,,37.0,31.0,38.0,71.0,3.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,40.0
"Mouw, William","Mouw, William",Wyndham Championship,SEDGEFIELD,38,—,—,—,2025,2024,2023,2022,26,65,20,CUT,CUT,70,26,3,38.0,1,0.57,36,,9.0,84.0,7.0,5.0,100.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,24.0
"Kim, Tom","Kim, Tom",Wyndham Championship,SEDGEFIELD,WD,—,—,—,2025,2024,2023,2022,46,3,15,54,54,6,CUT,6,,1,0.56,37,,2.0,34.0,24.0,22.0,81.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,
"Harman, Brian","Harman, Brian",Wyndham Championship,SEDGEFIELD,—,45,—,71,2025,2024,2023,2022,25,32,CUT,22,60,31,38,2,58.0,5,0.48,38,,40.0,75.0,81.0,67.0,119.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,51.0
"Cauley, Bud","Cauley, Bud",Wyndham Championship,SEDGEFIELD,CUT,CUT,—,—,2025,2024,2023,2022,14,56,1,22,26,37,38,12,100.0,5,0.47,39,,28.0,109.0,64.0,81.0,79.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,85.0
"Kanaya, Takumi","Kanaya, Takumi",Wyndham Championship,SEDGEFIELD,CUT,—,—,—,2025,2024,2023,2022,CUT,29,54,CUT,38,26,62,0,100.0,1,0.42,40,,119.0,121.0,100.0,75.0,122.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,85.0
"Cole, Eric","Cole, Eric",Wyndham Championship,SEDGEFIELD,74,7,14,—,2025,2024,2023,2022,39,38,CUT,8,2,31,6,2,31.666666666666668,3,0.42,40,,58.0,7.0,115.0,120.0,60.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,17.0
"Echavarria, Nico","Echavarria, Nico",Wyndham Championship,SEDGEFIELD,19,22,CUT,—,2025,2024,2023,2022,30,56,40,6,CUT,31,55,4,47.0,3,0.41,42,,60.0,107.0,111.0,102.0,84.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,36.0
"Hossler, Beau","Hossler, Beau",Wyndham Championship,SEDGEFIELD,15,12,CUT,—,2025,2024,2023,2022,39,45,CUT,CUT,3,CUT,49,2,42.333333333333336,6,0.38,43,,92.0,48.0,45.0,51.0,47.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,26.0
"Greyserman, Max","Greyserman, Max",Wyndham Championship,SEDGEFIELD,CUT,2,—,—,2025,2024,2023,2022,CUT,43,CUT,CUT,9,14,31,0,51.0,2,0.37,44,,87.0,22.0,88.0,69.0,41.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,40.0
"Thompson, Davis","Thompson, Davis",Wyndham Championship,SEDGEFIELD,11,12,22,—,2025,2024,2023,2022,26,CUT,45,35,CUT,13,6,1,15.0,4,0.34,45,,11.0,57.0,12.0,23.0,76.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,9.0
"Keefer, Johnny","Keefer, Johnny",Wyndham Championship,SEDGEFIELD,—,—,—,—,2025,2024,2023,2022,CUT,39,51,35,9,79,31,0,,0,0.27,46,,23.0,61.0,3.0,9.0,12.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,
"McGreevy, Max","McGreevy, Max",Wyndham Championship,SEDGEFIELD,34,—,51,5,2025,2024,2023,2022,51,32,51,35,CUT,CUT,CUT,4,30.0,3,0.2,47,,20.0,86.0,35.0,45.0,101.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,15.0
"Mitchell, Keith","Mitchell, Keith",Wyndham Championship,SEDGEFIELD,CUT,12,—,54,2025,2024,2023,2022,51,22,4,29,CUT,5,65,4,55.333333333333336,6,0.19,48,,30.0,4.0,9.0,24.0,63.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,47.0
"Chatfield, Davis","Chatfield, Davis",Wyndham Championship,SEDGEFIELD,—,—,—,—,2025,2024,2023,2022,33,CUT,CUT,CUT,CUT,17,CUT,1,,0,0.19,48,,57.0,95.0,62.0,54.0,118.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,
"Nyholm, Pontus","Nyholm, Pontus",Wyndham Championship,SEDGEFIELD,—,—,—,—,2025,2024,2023,2022,26,CUT,CUT,CUT,31,CUT,CUT,1,,0,0.19,48,,108.0,51.0,78.0,55.0,29.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,
"Dumont De Chassart, Adrien","Dumont De Chassart, Adrien",Wyndham Championship,SEDGEFIELD,—,CUT,—,—,2025,2024,2023,2022,51,53,CUT,CUT,CUT,31,17,2,100.0,1,0.17,51,,70.0,63.0,102.0,90.0,2.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,85.0
"Smith, Jordan","Smith, Jordan",Wyndham Championship,SEDGEFIELD,—,—,—,—,2025,2024,2023,2022,CUT,13,59,CUT,55,CUT,16,0,,0,0.17,51,,22.0,45.0,1.0,1.0,98.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,
"Hughes, Mackenzie","Hughes, Mackenzie",Wyndham Championship,SEDGEFIELD,—,28,CUT,CUT,2025,2024,2023,2022,46,CUT,10,66,52,CUT,CUT,1,76.0,6,0.15,53,,101.0,85.0,73.0,97.0,44.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,72.0
"English, Harris","English, Harris",Wyndham Championship,SEDGEFIELD,—,—,33,CUT,2025,2024,2023,2022,38,CUT,17,18,24,55,4,1,66.5,6,0.13,54,,97.0,17.0,28.0,11.0,96.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,63.0
"Streelman, Kevin","Streelman, Kevin",Wyndham Championship,SEDGEFIELD,—,CUT,CUT,CUT,2025,2024,2023,2022,CUT,42,CUT,CUT,CUT,39,68,0,100.0,6,0.13,54,,50.0,81.0,66.0,100.0,58.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,85.0
"Jaeger, Stephan","Jaeger, Stephan",Wyndham Championship,SEDGEFIELD,CUT,CUT,14,13,2025,2024,2023,2022,15,CUT,WD,9,18,CUT,CUT,1,56.75,6,0.1,56,,71.0,9.0,69.0,88.0,27.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,50.0
"Dahmen, Joel","Dahmen, Joel",Wyndham Championship,SEDGEFIELD,15,64,64,81,2025,2024,2023,2022,46,CUT,42,CUT,CUT,62,CUT,1,56.0,7,0.08,57,,6.0,83.0,15.0,40.0,26.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,48.0
"Castillo, Ricky","Castillo, Ricky",Wyndham Championship,SEDGEFIELD,23,—,—,—,2025,2024,2023,2022,45,42,CUT,60,55,60,44,2,23.0,1,0.07,58,,99.0,46.0,70.0,56.0,73.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,14.0
"Moore, Taylor","Moore, Taylor",Wyndham Championship,SEDGEFIELD,CUT,52,22,5,2025,2024,2023,2022,CUT,40,60,14,17,20,39,0,44.75,4,0.05,59,,111.0,54.0,98.0,73.0,59.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,31.0
"Crowe, Trace","Crowe, Trace",Wyndham Championship,SEDGEFIELD,—,7,—,—,2025,2024,2023,2022,39,CUT,CUT,CUT,67,4,4,1,7.0,1,0.05,59,,,,,,,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,2.0
"Berger, Daniel","Berger, Daniel",Wyndham Championship,SEDGEFIELD,—,45,—,—,2025,2024,2023,2022,CUT,25,CUT,CUT,35,45,23,0,45.0,3,0.05,59,,7.0,73.0,11.0,12.0,121.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,32.0
"Snedeker, Brandt","Snedeker, Brandt",Wyndham Championship,SEDGEFIELD,CUT,CUT,45,—,2025,2024,2023,2022,38,36,28,CUT,1,30,39,3,81.66666666666667,7,0.05,59,,64.0,91.0,87.0,64.0,94.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,77.0
"Hoey, Rico","Hoey, Rico",Wyndham Championship,SEDGEFIELD,67,22,—,—,2025,2024,2023,2022,CUT,CUT,17,19,60,53,26,0,44.5,2,0.04,63,,63.0,66.0,27.0,13.0,18.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,30.0
"Taylor, Nick","Taylor, Nick",Wyndham Championship,SEDGEFIELD,—,CUT,—,81,2025,2024,2023,2022,25,CUT,65,43,26,14,9,1,90.5,6,0.03,64,,46.0,89.0,90.0,77.0,103.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,83.0
"Pavon, Matthieu","Pavon, Matthieu",Wyndham Championship,SEDGEFIELD,72,—,—,—,2025,2024,2023,2022,CUT,20,CUT,40,CUT,20,CUT,0,72.0,1,0.03,64,,112.0,74.0,50.0,43.0,53.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,69.0
"Clanton, Luke","Clanton, Luke",Wyndham Championship,SEDGEFIELD,67,5,—,—,2025,2024,2023,2022,CUT,54,54,31,60,26,70,0,36.0,2,0.03,64,,19.0,106.0,65.0,101.0,39.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,21.0
"Gerard, Ryan","Gerard, Ryan",Wyndham Championship,SEDGEFIELD,CUT,—,CUT,—,2025,2024,2023,2022,44,CUT,2,10,70,65,30,1,100.0,2,0.02,67,,14.0,5.0,29.0,17.0,117.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,85.0
"Fishburn, Patrick","Fishburn, Patrick",Wyndham Championship,SEDGEFIELD,8,CUT,—,—,2025,2024,2023,2022,67,29,54,47,19,CUT,CUT,5,54.0,2,0.02,67,,84.0,90.0,16.0,41.0,7.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,45.0
"Dunlap, Nick","Dunlap, Nick",Wyndham Championship,SEDGEFIELD,CUT,CUT,—,—,2025,2024,2023,2022,33,CUT,60,CUT,24,17,CUT,1,100.0,2,-0.01,69,,54.0,110.0,121.0,124.0,1.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,85.0
"Thorbjornsen, Michael","Thorbjornsen, Michael",Wyndham Championship,SEDGEFIELD,38,CUT,—,—,2025,2024,2023,2022,CUT,54,16,CUT,CUT,53,13,0,69.0,2,-0.01,69,,65.0,60.0,5.0,6.0,64.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,66.0
"Saddier, Adrien","Saddier, Adrien",Wyndham Championship,SEDGEFIELD,—,—,—,—,2025,2024,2023,2022,CUT,CUT,42,40,CUT,CUT,39,0,,0,-0.18,71,,90.0,113.0,91.0,89.0,57.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,
"Putnam, Andrew","Putnam, Andrew",Wyndham Championship,SEDGEFIELD,CUT,CUT,27,27,2025,2024,2023,2022,51,65,CUT,17,55,37,18,2,63.5,5,-0.18,71,,36.0,100.0,75.0,65.0,115.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,57.0
"McNealy, Maverick","McNealy, Maverick",Wyndham Championship,SEDGEFIELD,—,45,—,—,2025,2024,2023,2022,55,32,10,18,37,30,16,11,45.0,2,-0.2,73,,77.0,6.0,61.0,60.0,87.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,32.0
"Neergaard-Petersen, Rasmus","Neergaard-Petersen, Rasmus",Wyndham Championship,SEDGEFIELD,—,—,—,—,2025,2024,2023,2022,56,39,42,19,75,CUT,4,5,,0,-0.21,74,,81.0,87.0,25.0,8.0,22.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,
"Kim, Michael","Kim, Michael",Wyndham Championship,SEDGEFIELD,62,WD,5,—,2025,2024,2023,2022,CUT,30,43,49,17,44,48,0,33.5,7,-0.25,75,,68.0,56.0,117.0,114.0,85.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,18.0
"McCarthy, Denny","McCarthy, Denny",Wyndham Championship,SEDGEFIELD,11,33,CUT,CUT,2025,2024,2023,2022,CUT,14,60,34,44,48,30,0,61.0,8,-0.32,76,,67.0,93.0,105.0,119.0,90.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,54.0
"Kang, Jeffrey","Kang, Jeffrey",Wyndham Championship,SEDGEFIELD,—,—,—,—,2025,2024,2023,2022,CUT,42,54,CUT,6,65,39,0,,0,-0.33,77,,82.0,115.0,122.0,122.0,42.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,
"Young, Cameron","Young, Cameron",Wyndham Championship,SEDGEFIELD,1,22,—,—,2025,2024,2023,2022,47,43,46,26,10,1,25,23,11.5,2,-0.36,78,,10.0,8.0,8.0,4.0,25.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,5.0
"Stevens, Sam","Stevens, Sam",Wyndham Championship,SEDGEFIELD,CUT,CUT,CUT,—,2025,2024,2023,2022,62,7,CUT,42,65,70,18,2,100.0,3,-0.36,78,,49.0,68.0,20.0,20.0,95.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,85.0
"Svensson, Adam","Svensson, Adam",Wyndham Championship,SEDGEFIELD,CUT,7,7,78,2025,2024,2023,2022,CUT,60,CUT,54,45,26,39,0,48.0,5,-0.44,80,,61.0,92.0,80.0,91.0,99.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,37.0
"James, Ben","James, Ben",Wyndham Championship,SEDGEFIELD,—,—,—,—,2025,2024,2023,2022,62,23,54,33,CUT,44,CUT,4,,0,-0.47,81,,,,,,,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,
"Shipley, Neal","Shipley, Neal",Wyndham Championship,SEDGEFIELD,—,—,—,—,2025,2024,2023,2022,CUT,65,51,CUT,40,38,CUT,0,,0,-0.47,81,,88.0,111.0,10.0,2.0,19.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,
"Finau, Tony","Finau, Tony",Wyndham Championship,SEDGEFIELD,44,—,—,—,2025,2024,2023,2022,58,55,40,29,CUT,6,31,4,44.0,1,-0.48,83,,89.0,12.0,97.0,78.0,43.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,27.0
"Hubbard, Mark","Hubbard, Mark",Wyndham Championship,SEDGEFIELD,3,CUT,CUT,61,2025,2024,2023,2022,46,70,CUT,60,31,2,CUT,2,66.0,7,-0.54,84,,42.0,103.0,95.0,111.0,13.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,62.0
"Wise, Aaron","Wise, Aaron",Wyndham Championship,SEDGEFIELD,WD,—,—,13,2025,2024,2023,2022,39,CUT,CUT,CUT,CUT,CUT,CUT,1,13.0,5,-0.55,85,,,,,,,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,8.0
"Smotherman, Austin","Smotherman, Austin",Wyndham Championship,SEDGEFIELD,—,—,27,CUT,2025,2024,2023,2022,58,CUT,42,CUT,19,60,CUT,1,63.5,2,-0.58,86,,3.0,42.0,13.0,31.0,109.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,57.0
"Simpson, Webb","Simpson, Webb",Wyndham Championship,SEDGEFIELD,27,CUT,5,WD,2025,2024,2023,2022,CUT,CUT,48,WD,18,CUT,CUT,0,44.0,9,-0.59,87,,,,,,,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,27.0
"Spieth, Jordan","Spieth, Jordan",Wyndham Championship,SEDGEFIELD,31,CUT,—,—,2025,2024,2023,2022,58,66,56,CUT,19,18,52,3,65.5,4,-0.59,87,,52.0,58.0,46.0,29.0,91.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,61.0
"Vilips, Karl","Vilips, Karl",Wyndham Championship,SEDGEFIELD,19,—,—,—,2025,2024,2023,2022,39,CUT,CUT,CUT,24,13,33,1,19.0,1,-0.61,89,,66.0,65.0,114.0,115.0,4.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,11.0
"Koepka, Brooks","Koepka, Brooks",Wyndham Championship,SEDGEFIELD,—,—,—,—,2025,2024,2023,2022,CUT,WD,14,55,11,CUT,12,0,,1,-0.65,90,,4.0,21.0,33.0,52.0,51.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,
"Koivun, Jackson","Koivun, Jackson",Wyndham Championship,SEDGEFIELD,5,—,—,—,2025,2024,2023,2022,CUT,23,4,5,6,48,56,0,5.0,1,-0.65,90,,,,,,,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,1.0
"Campbell, Brian","Campbell, Brian",Wyndham Championship,SEDGEFIELD,CUT,—,—,—,2025,2024,2023,2022,CUT,47,CUT,CUT,CUT,82,52,0,100.0,2,-0.66,92,,103.0,122.0,107.0,79.0,120.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,85.0
"Day, Jason","Day, Jason",Wyndham Championship,SEDGEFIELD,—,—,—,WD,2025,2024,2023,2022,55,CUT,65,68,38,42,12,1,,1,-0.67,93,,117.0,80.0,59.0,66.0,72.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,
"Higgo, Garrick","Higgo, Garrick",Wyndham Championship,SEDGEFIELD,CUT,CUT,CUT,CUT,2025,2024,2023,2022,CUT,CUT,32,19,CUT,67,CUT,0,100.0,4,-0.68,94,,121.0,124.0,108.0,83.0,52.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,85.0
"Poston, J.T.","Poston, J.T.",Wyndham Championship,SEDGEFIELD,11,CUT,7,21,2025,2024,2023,2022,51,69,4,1,35,CUT,24,5,34.75,9,-0.73,95,,62.0,32.0,48.0,61.0,107.0,STROKES GAINED APPROACH,BIRDIE OR BETTER %,BALL STRIKING,TOTAL DRIVING,PAR 5 SCORING,20.0
