player_name,stat_type,prizepicks_line,underdog_line,average_line,higher_price_ud,lower_price_ud,headshot,date,updated_at
Jordan Spieth,Round Strokes,,68.5,68.5,+107,-132,https://assets.underdogfantasy.com/player-images/pga/20260407_04-3e4963cb-6e80-4393-85cf-2aecec453c4a.png,8/9/2026,2026-08-09T11:36:00.388845Z
Jordan Spieth,Strokes,68,,68,n/a,n/a,https://static.prizepicks.com/images/players/golf/Jordan_Spieth_3e4963cb-6e80-4393-85cf-2aecec453c4a.webp,8/9/2026,2026-08-09T11:36:00.388849Z
Jordan Spieth,Tourney Finishing Position,,20.5,20.5,N/A,+109,https://assets.underdogfantasy.com/player-images/pga/20260407_04-3e4963cb-6e80-4393-85cf-2aecec453c4a.png,8/9/2026,2026-08-09T11:36:00.388854Z
Justin Lower,Tourney Finishing Position,,20.5,20.5,N/A,+629,https://assets.underdogfantasy.com/player-images/pga/20260224_22-7244dab2-4fc0-4cfc-812d-e0c001907618.png,8/9/2026,2026-08-09T11:36:00.388859Z
Justin Thomas,Birdies or Better Matchup,0.5,,0.5,n/a,n/a,https://static.prizepicks.com/images/manual/JT.png,8/9/2026,2026-08-09T11:36:00.388864Z
Justin Thomas,Birdies Or Better,4.5,4.5,4.5,-122,+100,https://assets.underdogfantasy.com/player-images/pga/20250926_03-2094fa02-6411-48df-a717-aa1a7228d645.png,8/9/2026,2026-08-09T11:36:00.388868Z
Justin Thomas,Bogeys or Worse,,2.5,2.5,+112,-137,https://assets.underdogfantasy.com/player-images/pga/20250926_03-2094fa02-6411-48df-a717-aa1a7228d645.png,8/9/2026,2026-08-09T11:36:00.388872Z
Justin Thomas,Fairways Hit,,8.5,8.5,-159,+129,https://assets.underdogfantasy.com/player-images/pga/20250926_03-2094fa02-6411-48df-a717-aa1a7228d645.png,8/9/2026,2026-08-09T11:36:00.388877Z
Justin Thomas,Greens In Regulation,13,13.5,13.3,+116,-141,https://assets.underdogfantasy.com/player-images/pga/20250926_03-2094fa02-6411-48df-a717-aa1a7228d645.png,8/9/2026,2026-08-09T11:36:00.388881Z
Justin Thomas,Pars,11,,11,n/a,n/a,https://static.prizepicks.com/images/manual/JT.png,8/9/2026,2026-08-09T11:36:00.388885Z
Justin Thomas,Round Strokes,,67.5,67.5,-124,+101,https://assets.underdogfantasy.com/player-images/pga/20250926_03-2094fa02-6411-48df-a717-aa1a7228d645.png,8/9/2026,2026-08-09T11:36:00.388890Z
Justin Thomas,Strokes,67.5,,67.5,n/a,n/a,https://static.prizepicks.com/images/manual/JT.png,8/9/2026,2026-08-09T11:36:00.388894Z
Justin Thomas,Tourney Finishing Position,,20.5,20.5,N/A,-122,https://assets.underdogfantasy.com/player-images/pga/20250926_03-2094fa02-6411-48df-a717-aa1a7228d645.png,8/9/2026,2026-08-09T11:36:00.388898Z
Keegan Bradley,Birdies Or Better,4.5,4.5,4.5,-109,-113,https://assets.underdogfantasy.com/player-images/pga/20260218_23-0b5d3fd6-e3ec-4efd-8743-60db44c87425.png,8/9/2026,2026-08-09T11:36:00.388903Z
Keegan Bradley,Round Strokes,,68.5,68.5,+118,-145,https://assets.underdogfantasy.com/player-images/pga/20260218_23-0b5d3fd6-e3ec-4efd-8743-60db44c87425.png,8/9/2026,2026-08-09T11:36:00.388907Z
Keegan Bradley,Strokes,68,,68,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Keegan_Bradley_GOLF_player_xhh8v2l3sAHAolmuwGRxR5VM-450.webp,8/9/2026,2026-08-09T11:36:00.388911Z
Keegan Bradley,Tourney Finishing Position,,20.5,20.5,N/A,+1050,https://assets.underdogfantasy.com/player-images/pga/20260218_23-0b5d3fd6-e3ec-4efd-8743-60db44c87425.png,8/9/2026,2026-08-09T11:36:00.388916Z
Keith Mitchell,Birdies or Better Matchup,0.5,,0.5,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Keith_Mitchell_GOLF_player_9xCLFvFpwMl2U57TMmZwOMSM-450.webp,8/9/2026,2026-08-09T11:36:00.388921Z
Keith Mitchell,Birdies Or Better,4.5,4.5,4.5,-114,-108,https://assets.underdogfantasy.com/player-images/pga/20260224_22-21cad9ff-689e-4a99-b3a9-91f66cec3f01.png,8/9/2026,2026-08-09T11:36:00.388925Z
Keith Mitchell,Round Strokes,,68.5,68.5,+104,-127,https://assets.underdogfantasy.com/player-images/pga/20260224_22-21cad9ff-689e-4a99-b3a9-91f66cec3f01.png,8/9/2026,2026-08-09T11:36:00.388929Z
Keith Mitchell,Strokes,68.5,,68.5,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Keith_Mitchell_GOLF_player_9xCLFvFpwMl2U57TMmZwOMSM-450.webp,8/9/2026,2026-08-09T11:36:00.388933Z
Keith Mitchell,Tourney Finishing Position,,20.5,20.5,N/A,+2420,https://assets.underdogfantasy.com/player-images/pga/20260224_22-21cad9ff-689e-4a99-b3a9-91f66cec3f01.png,8/9/2026,2026-08-09T11:36:00.388938Z
Kevin Roy,Birdies Or Better,4,4.5,4.3,+113,-139,https://assets.underdogfantasy.com/player-images/pga/20260224_22-212d5f1a-e8b9-4ec6-8829-2e27528efe03.png,8/9/2026,2026-08-09T11:36:00.388942Z
Kevin Roy,Round Strokes,,68.5,68.5,-122,+100,https://assets.underdogfantasy.com/player-images/pga/20260224_22-212d5f1a-e8b9-4ec6-8829-2e27528efe03.png,8/9/2026,2026-08-09T11:36:00.388946Z
Kevin Roy,Strokes,68.5,,68.5,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Kevin_Roy_GOLF_player_yB0k4ZGDSZq5uqcsTAFUy6qG-450.webp,8/9/2026,2026-08-09T11:36:00.388950Z
Kevin Roy,Tourney Finishing Position,,20.5,20.5,N/A,-122,https://assets.underdogfantasy.com/player-images/pga/20260224_22-212d5f1a-e8b9-4ec6-8829-2e27528efe03.png,8/9/2026,2026-08-09T11:36:00.388955Z
Kevin Streelman,Tourney Finishing Position,,20.5,20.5,N/A,+676,https://assets.underdogfantasy.com/player-images/pga/20260224_22-4f8a4f4d-8359-4187-b506-3da3ad5b05fb.png,8/9/2026,2026-08-09T11:36:00.388959Z
Kevin Yu,Round Strokes,,68.5,68.5,-136,+111,https://assets.underdogfantasy.com/player-images/pga/20260218_23-77a9104b-6fd4-40b7-85e2-10b2448a8f86.png,8/9/2026,2026-08-09T11:36:00.388964Z
Kevin Yu,Strokes,68.5,,68.5,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Kevin_Yu_GOLF_player_jPzkpNiDTrrJWzVSEHelcCjB-450.webp,8/9/2026,2026-08-09T11:36:00.388968Z
Kevin Yu,Tourney Finishing Position,,10.5,10.5,N/A,-167,https://assets.underdogfantasy.com/player-images/pga/20260218_23-77a9104b-6fd4-40b7-85e2-10b2448a8f86.png,8/9/2026,2026-08-09T11:36:00.388972Z
Kris Ventura,Tourney Finishing Position,,20.5,20.5,N/A,+804,https://assets.underdogfantasy.com/player-images/pga/20260224_23-a9053c60-3cc0-48cb-bcf2-4848963f352d.png,8/9/2026,2026-08-09T11:36:00.388977Z
Lee Hodges,Tourney Finishing Position,,20.5,20.5,N/A,+812,https://assets.underdogfantasy.com/player-images/pga/20260224_22-045c94ec-9444-424e-8c8f-5045d872c57b.png,8/9/2026,2026-08-09T11:36:00.388981Z
Mackenzie Hughes,Birdies Or Better,4,,4,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Mackenzie_Hughes_GOLF_player_U3fXvZNuNCoMb5VSG2LomeEB-450.webp,8/9/2026,2026-08-09T11:36:00.388986Z
Mackenzie Hughes,Strokes,69,,69,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Mackenzie_Hughes_GOLF_player_U3fXvZNuNCoMb5VSG2LomeEB-450.webp,8/9/2026,2026-08-09T11:36:00.388990Z
Marco Penge,Birdies Or Better,4.5,4.5,4.5,-105,-117,https://assets.underdogfantasy.com/player-images/pga/20260218_23-b9a86035-7554-4b52-b57f-e089860fb009.png,8/9/2026,2026-08-09T11:36:00.388994Z
Marco Penge,Round Strokes,,68.5,68.5,-114,-108,https://assets.underdogfantasy.com/player-images/pga/20260218_23-b9a86035-7554-4b52-b57f-e089860fb009.png,8/9/2026,2026-08-09T11:36:00.388999Z
Marco Penge,Strokes,68.5,,68.5,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Marco_Penge_GOLF_player_QsO8dBQy0hjM9jq5WAlapK3c-450.webp,8/9/2026,2026-08-09T11:36:00.389003Z
Matt McCarty,Birdies Or Better,,4.5,4.5,+113,-139,https://assets.underdogfantasy.com/player-images/pga/20260218_23-80d16074-9940-44ee-b159-4b7ad819e2ac.png,8/9/2026,2026-08-09T11:36:00.389007Z
Matt McCarty,Round Strokes,,68.5,68.5,-117,-105,https://assets.underdogfantasy.com/player-images/pga/20260218_23-80d16074-9940-44ee-b159-4b7ad819e2ac.png,8/9/2026,2026-08-09T11:36:00.389012Z
Matt McCarty,Tourney Finishing Position,,20.5,20.5,N/A,+1570,https://assets.underdogfantasy.com/player-images/pga/20260218_23-80d16074-9940-44ee-b159-4b7ad819e2ac.png,8/9/2026,2026-08-09T11:36:00.389016Z
Matt Wallace,Birdies Or Better,4.5,4.5,4.5,+107,-132,https://assets.underdogfantasy.com/player-images/pga/20260224_22-e607849b-2f2e-4c86-8eed-e0c34f5ca60d.png,8/9/2026,2026-08-09T11:36:00.389021Z
Matt Wallace,Round Strokes,,68.5,68.5,+103,-125,https://assets.underdogfantasy.com/player-images/pga/20260224_22-e607849b-2f2e-4c86-8eed-e0c34f5ca60d.png,8/9/2026,2026-08-09T11:36:00.389025Z
Matt Wallace,Strokes,68.5,,68.5,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Matt_Wallace_GOLF_player_W5vBMG5S2RmOHF0rL6dyj0Tt-450.webp,8/9/2026,2026-08-09T11:36:00.389029Z
Matt Wallace,Tourney Finishing Position,,20.5,20.5,N/A,-150,https://assets.underdogfantasy.com/player-images/pga/20260224_22-e607849b-2f2e-4c86-8eed-e0c34f5ca60d.png,8/9/2026,2026-08-09T11:36:00.389034Z
Matthew McCarty,Birdies Or Better,4,,4,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Matthew_McCarty_GOLF_player_Sj5DVBZiMJkR84yCAPjRotjO-450.webp,8/9/2026,2026-08-09T11:36:00.389038Z
Matthew McCarty,Strokes,68.5,,68.5,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Matthew_McCarty_GOLF_player_Sj5DVBZiMJkR84yCAPjRotjO-450.webp,8/9/2026,2026-08-09T11:36:00.389042Z
Matti Schmid,Tourney Finishing Position,,20.5,20.5,N/A,+2020,https://assets.underdogfantasy.com/player-images/pga/20260521_18-370a1bcf-227f-4bf4-9fa4-f5cc90def77d.png,8/9/2026,2026-08-09T11:36:00.389047Z
Maverick McNealy,Birdies Or Better,4.5,4.5,4.5,-105,-118,https://assets.underdogfantasy.com/player-images/pga/20260218_23-37221a6c-c8c4-4eaa-beba-715f6e781962.png,8/9/2026,2026-08-09T11:36:00.389051Z
Maverick McNealy,Round Strokes,,68.5,68.5,+111,-136,https://assets.underdogfantasy.com/player-images/pga/20260218_23-37221a6c-c8c4-4eaa-beba-715f6e781962.png,8/9/2026,2026-08-09T11:36:00.389056Z
Maverick McNealy,Strokes,68,,68,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Maverick_McNealy_GOLF_player_vJMMtGPdWLViNDGY1ychRI70-450.webp,8/9/2026,2026-08-09T11:36:00.389060Z
Maverick McNealy,Tourney Finishing Position,,20.5,20.5,N/A,+2210,https://assets.underdogfantasy.com/player-images/pga/20260218_23-37221a6c-c8c4-4eaa-beba-715f6e781962.png,8/9/2026,2026-08-09T11:36:00.389064Z
Michael Brennan,Birdies or Better Matchup,0.5,,0.5,n/a,n/a,https://static.prizepicks.com/images/manual/MikeBrennan.webp,8/9/2026,2026-08-09T11:36:00.389069Z
Michael Brennan,Birdies Or Better,,4.5,4.5,-143,+116,https://assets.underdogfantasy.com/player-images/pga/20260224_22-f112c09e-6ad9-4a93-a3c7-d5e1d13dab07.png,8/9/2026,2026-08-09T11:36:00.389073Z
Michael Brennan,Bogeys or Worse,,2.5,2.5,-152,+124,https://assets.underdogfantasy.com/player-images/pga/20260224_22-f112c09e-6ad9-4a93-a3c7-d5e1d13dab07.png,8/9/2026,2026-08-09T11:36:00.389078Z
Michael Brennan,Fairways Hit,,8.5,8.5,-173,+140,https://assets.underdogfantasy.com/player-images/pga/20260224_22-f112c09e-6ad9-4a93-a3c7-d5e1d13dab07.png,8/9/2026,2026-08-09T11:36:00.389082Z
Michael Brennan,Greens In Regulation,13,13.5,13.3,+136,-167,https://assets.underdogfantasy.com/player-images/pga/20260224_22-f112c09e-6ad9-4a93-a3c7-d5e1d13dab07.png,8/9/2026,2026-08-09T11:36:00.389087Z
Michael Brennan,Pars,10.5,,10.5,n/a,n/a,https://static.prizepicks.com/images/manual/MikeBrennan.webp,8/9/2026,2026-08-09T11:36:00.389091Z
Michael Brennan,Round Strokes,,68.5,68.5,+111,-136,https://assets.underdogfantasy.com/player-images/pga/20260224_22-f112c09e-6ad9-4a93-a3c7-d5e1d13dab07.png,8/9/2026,2026-08-09T11:36:00.389095Z
Michael Brennan,Strokes,68.5,,68.5,n/a,n/a,https://static.prizepicks.com/images/manual/MikeBrennan.webp,8/9/2026,2026-08-09T11:36:00.389099Z
Michael Brennan,Tourney Finishing Position,,5.5,5.5,N/A,-455,https://assets.underdogfantasy.com/player-images/pga/20260224_22-f112c09e-6ad9-4a93-a3c7-d5e1d13dab07.png,8/9/2026,2026-08-09T11:36:00.389104Z
Michael Kim,Birdies or Better Matchup,0.5,,0.5,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Michael_Kim_GOLF_player_9LV1jA36vVpU0Cct7QOmLAP-450.webp,8/9/2026,2026-08-09T11:36:00.389108Z
Michael Kim,Birdies Or Better,4.5,4.5,4.5,+100,-122,https://assets.underdogfantasy.com/player-images/pga/20260218_23-8593b951-98f9-4757-bed3-3e922c989d2f.png,8/9/2026,2026-08-09T11:36:00.389113Z
Michael Kim,Round Strokes,,68.5,68.5,-105,-118,https://assets.underdogfantasy.com/player-images/pga/20260218_23-8593b951-98f9-4757-bed3-3e922c989d2f.png,8/9/2026,2026-08-09T11:36:00.389117Z
Michael Kim,Strokes,68.5,,68.5,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Michael_Kim_GOLF_player_9LV1jA36vVpU0Cct7QOmLAP-450.webp,8/9/2026,2026-08-09T11:36:00.389121Z
Michael Kim,Tourney Finishing Position,,20.5,20.5,N/A,+377,https://assets.underdogfantasy.com/player-images/pga/20260218_23-8593b951-98f9-4757-bed3-3e922c989d2f.png,8/9/2026,2026-08-09T11:36:00.389126Z
Neal Shipley,Tourney Finishing Position,,20.5,20.5,N/A,+930,https://assets.underdogfantasy.com/player-images/pga/1f1e519b-a51a-4de5-8ce7-ce882772c194.png,8/9/2026,2026-08-09T11:36:00.389130Z
Nick Taylor,Birdies Or Better,4,4.5,4.3,+112,-137,https://assets.underdogfantasy.com/player-images/pga/20260218_23-8454b651-9427-488d-a405-8e0219741c6e.png,8/9/2026,2026-08-09T11:36:00.389134Z
Nick Taylor,Round Strokes,,68.5,68.5,-105,-118,https://assets.underdogfantasy.com/player-images/pga/20260218_23-8454b651-9427-488d-a405-8e0219741c6e.png,8/9/2026,2026-08-09T11:36:00.389139Z
Nick Taylor,Strokes,68.5,,68.5,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Nick_Taylor_GOLF_player_FgLm0ZryVWqtMWstHmnkpcLZ-450.webp,8/9/2026,2026-08-09T11:36:00.389143Z
Nico Echavarria,Round Strokes,,69.5,69.5,+111,-136,https://assets.underdogfantasy.com/player-images/pga/20260218_23-0dab2467-b758-4d5a-9d15-e591b5945b4c.png,8/9/2026,2026-08-09T11:36:00.389147Z
Nico Echavarria,Tourney Finishing Position,,10.5,10.5,N/A,+105,https://assets.underdogfantasy.com/player-images/pga/20260218_23-0dab2467-b758-4d5a-9d15-e591b5945b4c.png,8/9/2026,2026-08-09T11:36:00.389152Z
Nicolas Echavarria,Birdies Or Better,4,,4,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Nicolas_Echavarria_GOLF_player_UsU9326RHrfpboAEXR7PgzGU-450.webp,8/9/2026,2026-08-09T11:36:00.389156Z
Nicolas Echavarria,Strokes,69,,69,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Nicolas_Echavarria_GOLF_player_UsU9326RHrfpboAEXR7PgzGU-450.webp,8/9/2026,2026-08-09T11:36:00.389160Z
Patrick Fishburn,Tourney Finishing Position,,20.5,20.5,N/A,+517,https://assets.underdogfantasy.com/player-images/pga/20260224_22-d85f5551-08f1-4a4d-8ae1-c36879b6de1d.png,8/9/2026,2026-08-09T11:36:00.389165Z
Patton Kizzire,Tourney Finishing Position,,20.5,20.5,N/A,+1910,https://assets.underdogfantasy.com/player-images/pga/20260224_23-3442d4dd-ecfa-43aa-9a01-7525e6f4952c.png,8/9/2026,2026-08-09T11:36:00.389170Z
Rafael Campos,Tourney Finishing Position,,20.5,20.5,N/A,+540,https://assets.underdogfantasy.com/player-images/pga/20260224_22-b3be6e26-e578-4ed3-bd24-98adbf0c29e4.png,8/9/2026,2026-08-09T11:36:00.389174Z
Rasmus Højgaard,Birdies Or Better,4.5,4.5,4.5,-102,-122,https://assets.underdogfantasy.com/player-images/pga/20250926_02-7161a8f8-bd34-4b09-a3b5-0ada7f148b7f.png,8/9/2026,2026-08-09T11:36:00.389180Z
Rasmus Højgaard,Round Strokes,,68.5,68.5,-129,+105,https://assets.underdogfantasy.com/player-images/pga/20250926_02-7161a8f8-bd34-4b09-a3b5-0ada7f148b7f.png,8/9/2026,2026-08-09T11:36:00.389185Z
Rasmus Højgaard,Strokes,68.5,,68.5,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Rasmus_Hojgaard_GOLF_player_OgRtBGDEqs0c4GIQo5mYkg9W-450.webp,8/9/2026,2026-08-09T11:36:00.389189Z
Ricky Castillo,Tourney Finishing Position,,20.5,20.5,N/A,+773,https://assets.underdogfantasy.com/player-images/pga/20260224_22-55584c5e-762f-42fa-bcce-88ccde64e65f.png,8/9/2026,2026-08-09T11:36:00.389194Z
Rico Hoey,Birdies Or Better,4,4.5,4.3,+114,-139,https://assets.underdogfantasy.com/player-images/pga/20260218_23-20114b19-caef-4123-93d5-ff30bec77954.png,8/9/2026,2026-08-09T11:36:00.389198Z
Rico Hoey,Round Strokes,,68.5,68.5,-122,+100,https://assets.underdogfantasy.com/player-images/pga/20260218_23-20114b19-caef-4123-93d5-ff30bec77954.png,8/9/2026,2026-08-09T11:36:00.389203Z
Rico Hoey,Strokes,68.5,,68.5,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Rico_Hoey_GOLF_player_QsuKHjzEUToc9zM5lMctmWgv-450.webp,8/9/2026,2026-08-09T11:36:00.389207Z
Rico Hoey,Tourney Finishing Position,,20.5,20.5,N/A,+140,https://assets.underdogfantasy.com/player-images/pga/20260218_23-20114b19-caef-4123-93d5-ff30bec77954.png,8/9/2026,2026-08-09T11:36:00.389211Z
Sahith Theegala,Birdies Or Better,4.5,4.5,4.5,-102,-122,https://assets.underdogfantasy.com/player-images/pga/20260218_23-25faf9c2-3b45-4630-aac8-d11229cde0a1.png,8/9/2026,2026-08-09T11:36:00.389216Z
Sahith Theegala,Bogeys or Worse,2.5,2.5,2.5,-122,+100,https://assets.underdogfantasy.com/player-images/pga/20260218_23-25faf9c2-3b45-4630-aac8-d11229cde0a1.png,8/9/2026,2026-08-09T11:36:00.389220Z
Sahith Theegala,Fairways Hit,,8.5,8.5,-143,+117,https://assets.underdogfantasy.com/player-images/pga/20260218_23-25faf9c2-3b45-4630-aac8-d11229cde0a1.png,8/9/2026,2026-08-09T11:36:00.389225Z
Sahith Theegala,Greens In Regulation,13,13.5,13.3,+122,-150,https://assets.underdogfantasy.com/player-images/pga/20260218_23-25faf9c2-3b45-4630-aac8-d11229cde0a1.png,8/9/2026,2026-08-09T11:36:00.389229Z
Sahith Theegala,Pars,11,,11,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Sahith_Theegala_GOLF_player_gEFLtMZBUfj0rXxkDPPdubaz-450.webp,8/9/2026,2026-08-09T11:36:00.389233Z
Sahith Theegala,Round Strokes,,68.5,68.5,-105,-117,https://assets.underdogfantasy.com/player-images/pga/20260218_23-25faf9c2-3b45-4630-aac8-d11229cde0a1.png,8/9/2026,2026-08-09T11:36:00.389238Z
Sahith Theegala,Strokes,68.5,,68.5,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Sahith_Theegala_GOLF_player_gEFLtMZBUfj0rXxkDPPdubaz-450.webp,8/9/2026,2026-08-09T11:36:00.389242Z
Sahith Theegala,Tourney Finishing Position,,10.5,10.5,N/A,+166,https://assets.underdogfantasy.com/player-images/pga/20260218_23-25faf9c2-3b45-4630-aac8-d11229cde0a1.png,8/9/2026,2026-08-09T11:36:00.389246Z
Sungjae Im,Birdies Or Better,4.5,4.5,4.5,-115,-107,https://assets.underdogfantasy.com/player-images/pga/ac1db384-8cb4-4223-bc46-60f4ed963645_24.png,8/9/2026,2026-08-09T11:36:00.389251Z
Sungjae Im,Round Strokes,,68.5,68.5,+115,-141,https://assets.underdogfantasy.com/player-images/pga/ac1db384-8cb4-4223-bc46-60f4ed963645_24.png,8/9/2026,2026-08-09T11:36:00.389255Z
Sungjae Im,Strokes,68,,68,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Sungjae_Im_GOLF_player_LHYrjRQRsH58VSLMqHElDwzg-450.webp,8/9/2026,2026-08-09T11:36:00.389259Z
Sungjae Im,Tourney Finishing Position,,20.5,20.5,N/A,+101,https://assets.underdogfantasy.com/player-images/pga/ac1db384-8cb4-4223-bc46-60f4ed963645_24.png,8/9/2026,2026-08-09T11:36:00.389264Z
Taylor Moore,Tourney Finishing Position,,20.5,20.5,N/A,+381,https://assets.underdogfantasy.com/player-images/pga/20260224_22-4e93ec3d-3ca8-4755-a874-4d1e5c18ccbf.png,8/9/2026,2026-08-09T11:36:00.389268Z
Thorbjørn Olesen,Tourney Finishing Position,,20.5,20.5,N/A,+501,https://assets.underdogfantasy.com/player-images/pga/20260224_22-7eb71731-d2f6-4d1e-86ae-a93ba4c2d20e.png,8/9/2026,2026-08-09T11:36:00.389273Z
Tom Hoge,Tourney Finishing Position,,20.5,20.5,N/A,+1010,https://assets.underdogfantasy.com/player-images/pga/20260218_23-dae7d61f-bde2-4182-9e99-06b48689f004.png,8/9/2026,2026-08-09T11:36:00.389278Z
Tom Kim,Birdies or Better Matchup,0.5,,0.5,n/a,n/a,https://static.prizepicks.com/images/players/golf/Official_PGA_TOUR_Headshots_aca3420a-9ed0-444d-b214-f831561f7c71.webp,8/9/2026,2026-08-09T11:36:00.389283Z
Tom Kim,Birdies Or Better,,4.5,4.5,-136,+110,https://assets.underdogfantasy.com/player-images/pga/20260218_23-aca3420a-9ed0-444d-b214-f831561f7c71.png,8/9/2026,2026-08-09T11:36:00.389287Z
Tom Kim,Bogeys or Worse,2,2.5,2.3,+121,-150,https://assets.underdogfantasy.com/player-images/pga/20260218_23-aca3420a-9ed0-444d-b214-f831561f7c71.png,8/9/2026,2026-08-09T11:36:00.389291Z
Tom Kim,Fairways Hit,,9.5,9.5,+101,-124,https://assets.underdogfantasy.com/player-images/pga/20260218_23-aca3420a-9ed0-444d-b214-f831561f7c71.png,8/9/2026,2026-08-09T11:36:00.389296Z
Tom Kim,Greens In Regulation,13.5,13.5,13.5,-105,-118,https://assets.underdogfantasy.com/player-images/pga/20260218_23-aca3420a-9ed0-444d-b214-f831561f7c71.png,8/9/2026,2026-08-09T11:36:00.389300Z
Tom Kim,Pars,11,,11,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Tom_Kim_GOLF_player_JeE02Uu5uzTrGFTWdjcT03rb-450.webp,8/9/2026,2026-08-09T11:36:00.389304Z
Tom Kim,Round Strokes,,67.5,67.5,-107,-115,https://assets.underdogfantasy.com/player-images/pga/20260218_23-aca3420a-9ed0-444d-b214-f831561f7c71.png,8/9/2026,2026-08-09T11:36:00.389308Z
Tom Kim,Strokes,67.5,,67.5,n/a,n/a,https://static.prizepicks.com/images/players/golf/Official_PGA_TOUR_Headshots_aca3420a-9ed0-444d-b214-f831561f7c71.webp,8/9/2026,2026-08-09T11:36:00.389312Z
Tom Kim,Tourney Finishing Position,,5.5,5.5,N/A,-385,https://assets.underdogfantasy.com/player-images/pga/20260218_23-aca3420a-9ed0-444d-b214-f831561f7c71.png,8/9/2026,2026-08-09T11:36:00.389317Z
Tony Finau,Birdies Or Better,4,,4,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Tony_Finau_GOLF_player_3KPmUKUFfW9VC9vU3cWOz3Qm-450.webp,8/9/2026,2026-08-09T11:36:00.389321Z
Tony Finau,Strokes,69,,69,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Tony_Finau_GOLF_player_3KPmUKUFfW9VC9vU3cWOz3Qm-450.webp,8/9/2026,2026-08-09T11:36:00.389325Z
Tony Finau,Tourney Finishing Position,,20.5,20.5,N/A,+1690,https://assets.underdogfantasy.com/player-images/pga/20260325_04-f33d746b-8e14-4325-a4e1-81d6f983b163.png,8/9/2026,2026-08-09T11:36:00.389330Z
Trace Crowe,Tourney Finishing Position,,20.5,20.5,N/A,+2640,https://assets.underdogfantasy.com/player-images/pga/20260521_18-1caf50fe-a9c1-4ab7-83b7-bdd1e5917607.png,8/9/2026,2026-08-09T11:36:00.389335Z
Tyler Collet,Tourney Finishing Position,,20.5,20.5,N/A,+307,https://assets.underdogfantasy.com/player-images/pga/20250212_19-Player_Avatar.png,8/9/2026,2026-08-09T11:36:00.389339Z
Webb Simpson,Tourney Finishing Position,,20.5,20.5,N/A,+180,https://assets.underdogfantasy.com/player-images/pga/20260224_22-4ad10e99-8294-4e80-bbe7-782f55f0a2ac.png,8/9/2026,2026-08-09T11:36:00.389344Z
Zachary Bauchou,Birdies Or Better,4,,4,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Zachary_Bauchou_GOLF_player_jytaLPOKVGlMWY8F7cTNR9Td-450.webp,8/9/2026,2026-08-09T11:36:00.389348Z
Zachary Bauchou,Strokes,69,,69,n/a,n/a,https://static.prizepicks.com/images/players/PGA/Zachary_Bauchou_GOLF_player_jytaLPOKVGlMWY8F7cTNR9Td-450.webp,8/9/2026,2026-08-09T11:36:00.389352Z
Zachary Bauchou,Tourney Finishing Position,,20.5,20.5,N/A,-110,https://assets.underdogfantasy.com/player-images/pga/20260224_22-cce68fc0-3280-4365-be53-47bc1664c724.png,8/9/2026,2026-08-09T11:36:00.389357Z
