ID,Player Name,Stat Value,Stat Description,Higher Price,Lower Price,Sport ID,Match Title,Game Short Title,Scheduled At,Match Progress,Venue Name,Venue Type,Weather Condition,Weather Temperature,Away Team Probable Starting Pitcher,Away Team Probable Starting Pitcher Hand,Home Team Probable Starting Pitcher,Home Team Probable Starting Pitcher Hand,Broadcasts,Player Position Display Name,Player Position Name,Player Image URL,Appearance Badge Text,Appearance Badge Label,Appearance Badge Value,Match Date
1bf5433e-8838-462a-8942-e58fc7730e43,Jordan Spieth,10.5,Greens in Regulation,-121,-103,PGA,FedEx St. Jude... R2,N/A,2026-08-14T16:10:00Z,Fri 12:10pm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Golfer,G,https://assets.underdogfantasy.com/player-images/pga/20260407_04-3e4963cb-6e80-4393-85cf-2aecec453c4a.png,N/A,N/A,N/A,8/14/2026
a29f0344-f285-4886-9c08-76f97f2a013a,Ludvig Åberg,11.5,Greens in Regulation,+107,-130,PGA,FedEx St. Jude... R2,N/A,2026-08-14T16:20:00Z,Fri 12:20pm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Golfer,G,https://assets.underdogfantasy.com/player-images/pga/20260515_15-4fff3b28-5c2e-4ec3-91d1-696f42638cf4.png,N/A,N/A,N/A,8/14/2026
b133771e-6ecf-467d-810c-0586659980ec,Ludvig Åberg,7.5,Fairways Hit,-134,+109,PGA,FedEx St. Jude... R2,N/A,2026-08-14T16:20:00Z,Fri 12:20pm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Golfer,G,https://assets.underdogfantasy.com/player-images/pga/20260515_15-4fff3b28-5c2e-4ec3-91d1-696f42638cf4.png,N/A,N/A,N/A,8/14/2026
c516c42f-e60d-4c3e-bda6-12d2143bf001,Jordan Spieth,7.5,Fairways Hit,-114,-108,PGA,FedEx St. Jude... R2,N/A,2026-08-14T16:10:00Z,Fri 12:10pm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Golfer,G,https://assets.underdogfantasy.com/player-images/pga/20260407_04-3e4963cb-6e80-4393-85cf-2aecec453c4a.png,N/A,N/A,N/A,8/14/2026
125a7f41-55c0-43ac-9458-83fb6b80f053,Jordan Spieth,2.5,Bogeys or Worse,-145,+118,PGA,FedEx St. Jude... R2,N/A,2026-08-14T16:10:00Z,Fri 12:10pm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Golfer,G,https://assets.underdogfantasy.com/player-images/pga/20260407_04-3e4963cb-6e80-4393-85cf-2aecec453c4a.png,N/A,N/A,N/A,8/14/2026
69710d39-0b49-43fa-aee3-a145ff78db0f,Ludvig Åberg,2.5,Bogeys or Worse,-107,-115,PGA,FedEx St. Jude... R2,N/A,2026-08-14T16:20:00Z,Fri 12:20pm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Golfer,G,https://assets.underdogfantasy.com/player-images/pga/20260515_15-4fff3b28-5c2e-4ec3-91d1-696f42638cf4.png,N/A,N/A,N/A,8/14/2026
e782d280-c8a7-402b-a93a-f0c9aea6d4ac,Ludvig Åberg,10.5,R2 Leaderboard Position,N/A,+219,PGA,FedEx St. Jude... R2,N/A,2026-08-14T16:20:00Z,Fri 12:20pm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Golfer,G,https://assets.underdogfantasy.com/player-images/pga/20260515_15-4fff3b28-5c2e-4ec3-91d1-696f42638cf4.png,N/A,N/A,N/A,8/14/2026
02333883-06c9-4472-912d-e97980f345a2,Jordan Spieth,10.5,R2 Leaderboard Position,N/A,-159,PGA,FedEx St. Jude... R2,N/A,2026-08-14T16:10:00Z,Fri 12:10pm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Golfer,G,https://assets.underdogfantasy.com/player-images/pga/20260407_04-3e4963cb-6e80-4393-85cf-2aecec453c4a.png,N/A,N/A,N/A,8/14/2026
68f71431-8480-4953-8f92-858694ec679f,Ludvig Åberg,0.5,Eagles or Better,+541,N/A,PGA,FedEx St. Jude... R2,N/A,2026-08-14T16:20:00Z,Fri 12:20pm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Golfer,G,https://assets.underdogfantasy.com/player-images/pga/20260515_15-4fff3b28-5c2e-4ec3-91d1-696f42638cf4.png,N/A,N/A,N/A,8/14/2026
e19e1c4e-5bbd-4f9f-9dbf-11a3cb1ab641,Jordan Spieth,0.5,Eagles or Better,+596,N/A,PGA,FedEx St. Jude... R2,N/A,2026-08-14T16:10:00Z,Fri 12:10pm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Golfer,G,https://assets.underdogfantasy.com/player-images/pga/20260407_04-3e4963cb-6e80-4393-85cf-2aecec453c4a.png,N/A,N/A,N/A,8/14/2026
