player_name,name_adjusted,salary,event_name,date_start,course_name,tour,cut_streak,rf1,rf2,rf3,rf4,rf5,rf6,rf7,rflst5,rflst10,value,value_avg,rf_sg_starts,missed_cuts_7,cut_pct,starts_count,updated_at,value_rank,rflst5_rank,rflst10_rank
"Poston, J.T.","Poston, J.T.",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-0.11),T51 (+0.23),69 (-2.73),T4 (+2.64),1 (+3.61),T35 (+0.50),CUT (-0.06),39.4,43.7,4.07,0.58,7,2,66.7,249,2026-08-08T16:28:57.100054Z,27,36,39
"Mitchell, Keith","Mitchell, Keith",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,T44 (+0.26),CUT (-0.61),T51 (+0.23),T22 (+0.77),T4 (+2.64),T29 (+1.25),CUT (-0.86),38.6,41.9,3.67,0.52,7,2,69.9,246,2026-08-08T16:28:48.722246Z,28,30,33
"McNealy, Maverick","McNealy, Maverick",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,T34 (+0.76),CUT (-0.61),T55 (-0.98),T32 (+1.14),T10 (+1.86),T18 (+1.62),T37 (-0.13),40.6,32.2,3.66,0.52,7,1,73.9,184,2026-08-08T16:28:46.201391Z,29,41,9
"Cauley, Bud","Cauley, Bud",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,T18 (+1.41),CUT (-4.71),T14 (+1.02),T56 (+0.14),1 (+3.50),T22 (+0.86),T26 (+1.37),32.2,29.1,3.59,0.51,7,1,69.7,142,2026-08-08T16:28:00.089215Z,30,14,5
"Hodges, Lee","Hodges, Lee",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (+0.19),T20 (+1.51),CUT (+0.06),T3 (+2.73),CUT (-1.22),T35 (+0.50),CUT (-0.45),47.8,50.9,3.32,0.47,7,4,67.6,176,2026-08-08T16:28:20.068963Z,31,51,80
"Ewart, A.J.","Ewart, A.J.",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-0.81),55 (-0.24),T20 (+1.50),T34 (+0.74),T71 (-1.02),T29 (+1.25),T17 (+1.50),50.4,40.9,2.91,0.42,7,1,69.6,23,2026-08-08T16:28:07.811217Z,32,66,29
"Keefer, Johnny","Keefer, Johnny",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,60 (-0.05),CUT (-1.01),T59 (+0.16),T3 (+2.97),CUT (-0.42),T39 (+0.89),T51 (+0.25),53.2,47.9,2.78,0.4,7,2,69.2,52,2026-08-08T16:28:29.680677Z,33,79,62
"Brennan, Michael","Brennan, Michael",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,6,T15 (+1.95),T24 (+1.26),T53 (+0.41),T52 (-0.03),T33 (+0.98),T43 (+0.64),CUT (-2.72),35.4,45.1,2.48,0.35,7,1,69.0,29,2026-08-08T16:27:57.454145Z,34,19,44
"Mouw, William","Mouw, William",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,T68 (-0.80),CUT (-0.01),T10 (+1.74),T26 (+1.23),T65 (-0.86),T20 (+1.50),CUT (-0.36),48.2,50.1,2.43,0.35,7,2,62.5,80,2026-08-08T16:28:49.073049Z,35,53,75
"Merritt, Troy","Merritt, Troy",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,4,T39 (+0.51),T59 (-0.51),T21 (+1.48),T5 (+2.56),CUT (-2.05),T48 (+0.19),T54 (+0.05),39.2,51.7,2.23,0.32,7,1,55.5,254,2026-08-08T16:28:47.722862Z,36,35,86
"Dahmen, Joel","Dahmen, Joel",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-0.31),T34 (+0.76),T24 (+1.25),T30 (+0.99),T46 (+0.48),CUT (-1.22),T42 (+0.25),41.2,52.6,2.2,0.31,7,2,62.5,248,2026-08-08T16:28:03.440933Z,37,44,90
"English, Harris","English, Harris",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,T71 (-1.30),CUT (-0.11),CUT (+0.29),T38 (+0.02),CUT (+0.26),T17 (+1.36),T18 (+1.62),65.0,44.3,2.15,0.31,7,3,71.1,228,2026-08-08T16:28:07.700699Z,38,123,41
"Kim, Michael","Kim, Michael",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,2,T8 (+2.20),T10 (+2.26),CUT (-1.61),CUT (-0.21),CUT (-1.42),T30 (+0.27),T43 (+0.64),46.8,41.7,2.13,0.3,7,3,51.8,253,2026-08-08T16:28:30.705117Z,39,50,32
"Phillips, Chandler","Phillips, Chandler",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-1.31),T3 (+3.01),T15 (+1.49),T15 (+1.73),CUT (-1.74),T15 (+1.75),CUT (-2.86),35.4,44.3,2.07,0.3,7,3,53.9,115,2026-08-08T16:28:56.111183Z,40,19,41
"Hossler, Beau","Hossler, Beau",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,6,T45 (+0.45),56 (-0.49),T42 (+0.50),T21 (+1.24),T39 (+0.73),T45 (+0.50),CUT (-0.86),40.6,46.7,2.06,0.29,7,1,66.5,254,2026-08-08T16:28:24.459210Z,41,41,56
"Fishburn, Patrick","Fishburn, Patrick",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,3,T50 (+0.20),T16 (+1.76),T42 (+0.50),CUT (-0.94),T67 (-0.77),T29 (+1.25),T54 (+0.00),49.4,46.8,1.98,0.28,7,1,57.2,166,2026-08-08T16:28:09.426844Z,42,62,57
"Chatfield, Davis","Chatfield, Davis",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-1.31),T16 (+1.76),T34 (+0.75),T5 (+2.24),T33 (+0.98),CUT (-1.22),CUT (-1.36),32.0,46.5,1.84,0.26,7,3,69.5,95,2026-08-08T16:28:00.530319Z,43,13,53
"Harman, Brian","Harman, Brian",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,T3 (+3.01),CUT (-3.61),T36 (+0.72),T25 (+0.52),T32 (+1.14),CUT (-1.41),T22 (+1.25),33.6,39.1,1.62,0.23,7,2,78.4,245,2026-08-08T16:28:18.268160Z,44,18,24
"Echavarria, Nico","Echavarria, Nico",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-0.81),T67 (-0.34),T36 (+0.72),T30 (+0.27),T56 (+0.14),T40 (-0.89),T6 (+2.50),52.2,46.5,1.59,0.23,7,1,52.9,104,2026-08-08T16:28:06.251804Z,45,72,53
"Meissner, Mac","Meissner, Mac",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,T26 (+1.45),CUT (-0.01),T30 (+0.97),T6 (+2.48),T44 (-0.23),CUT (-1.72),T46 (-1.39),35.6,33.9,1.55,0.22,7,2,65.0,120,2026-08-08T16:28:46.680621Z,46,21,14
"Horschel, Billy","Horschel, Billy",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-0.31),T13 (+2.01),CUT (-0.11),CUT (-0.71),CUT (+0.26),T15 (+1.75),CUT (-1.41),60.2,57.4,1.49,0.21,7,5,71.7,233,2026-08-08T16:28:23.435391Z,47,104,112
"Theegala, Sahith","Theegala, Sahith",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,13,T53 (+0.41),T66 (-0.78),T51 (-0.73),T11 (+2.14),T45 (+0.50),T32 (+0.11),T60 (-0.25),45.2,47.7,1.4,0.2,7,0,80.1,156,2026-08-08T16:29:19.981725Z,48,48,59
"Bauchou, Zach","Bauchou, Zach",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-0.81),T44 (+0.26),T9 (+2.25),CUT (+0.29),T67 (-0.77),CUT (-1.22),T22 (+1.25),52.8,40.1,1.25,0.18,7,3,63.1,84,2026-08-08T16:27:54.298266Z,49,76,27
"Cole, Eric","Cole, Eric",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (+0.19),T53 (+0.41),70 (-1.78),T39 (+0.73),T38 (+0.02),CUT (-0.72),8 (+2.36),54.4,39.1,1.22,0.17,7,2,64.7,190,2026-08-08T16:28:01.462786Z,50,82,24
"Van Rooyen, Erik","Van Rooyen, Erik",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,3,T17 (+1.26),T24 (+1.14),T56 (-0.04),CUT (-0.23),CUT (-1.91),CUT (+0.66),CUT (+0.21),48.2,48.6,1.09,0.16,7,4,70.5,61,2026-08-08T16:29:22.010275Z,51,53,63
"Castillo, Ricky","Castillo, Ricky",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,5,T20 (+1.70),T44 (+0.26),T44 (+0.47),T45 (+0.50),T42 (+0.25),CUT (-1.06),T60 (-1.13),39.0,48.6,0.98,0.14,7,1,71.8,85,2026-08-08T16:27:59.544973Z,52,34,63
"McCarthy, Denny","McCarthy, Denny",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-1.81),T3 (+3.01),T39 (+0.49),CUT (-1.42),T14 (+1.02),T60 (-0.50),T34 (-0.14),40.0,41.6,0.65,0.09,7,2,72.5,244,2026-08-08T16:28:43.428545Z,53,37,31
"McGreevy, Max","McGreevy, Max",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-2.81),CUT (-0.01),T11 (+2.00),CUT (-0.21),T51 (+0.23),T32 (+1.14),T51 (+0.25),55.6,54.0,0.58,0.08,7,3,48.5,206,2026-08-08T16:28:45.451083Z,54,83,93
"Hoey, Rico","Hoey, Rico",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,4,T15 (+1.95),T62 (-1.24),T67 (-0.25),T49 (+0.24),CUT (-0.42),CUT (-1.22),T17 (+1.50),53.0,48.6,0.56,0.08,7,2,66.9,145,2026-08-08T16:28:20.642482Z,55,78,63
"Kanaya, Takumi","Kanaya, Takumi",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-0.81),CUT (-1.01),CUT (-0.17),T15 (+1.49),CUT (-0.42),T29 (+1.25),T54 (+0.00),60.6,52.2,0.33,0.05,7,4,45.2,93,2026-08-08T16:28:29.098822Z,56,107,89
"Im, Sungjae","Im, Sungjae",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,T15 (+1.95),CUT (-0.51),T14 (+1.66),CUT (-2.71),T71 (-1.02),T30 (+0.27),T43 (+0.64),48.8,43.0,0.27,0.04,7,2,77.7,247,2026-08-08T16:28:27.631587Z,57,56,37
"Mazzoli, Stefano","Mazzoli, Stefano",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-2.31),CUT (-2.01),1 (+3.25),CUT (-1.94),T23 (+1.23),T19 (+1.60),T48 (+0.45),48.0,46.4,0.26,0.04,7,3,34.6,26,2026-08-08T16:28:42.435143Z,58,52,51
"Clanton, Luke","Clanton, Luke",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,T20 (+1.70),CUT (-0.01),CUT (-0.17),CUT (-0.44),CUT (-0.92),T54 (-0.00),T54 (+0.00),61.6,53.3,0.15,0.02,7,4,61.4,44,2026-08-08T16:28:00.702235Z,59,111,91
"Roy, Kevin","Roy, Kevin",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,4,T26 (+1.45),T31 (+1.01),T62 (-0.00),T11 (+2.22),CUT (-1.42),CUT (-1.74),T71 (-1.50),40.4,49.4,0.02,0.0,7,2,58.4,178,2026-08-08T16:29:03.872575Z,60,40,72
"Rodriguez, Lorenzo","Rodriguez, Lorenzo",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,—,—,—,—,—,—,—,,,0.0,,0,0,,0,2026-08-08T16:29:03.142650Z,61,,
"Kuchar, Matt","Kuchar, Matt",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,T50 (+0.20),CUT (-3.51),T15 (+1.73),T22 (+0.86),T22 (+1.25),CUT (-1.45),T24 (+0.92),36.2,47.7,0.0,0.0,7,2,73.2,213,2026-08-08T16:28:35.600551Z,61,24,59
"Dou, Zecheng","Dou, Zecheng",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,2,T65 (-0.55),T16 (+1.76),CUT (-0.17),CUT (+0.06),T21 (+1.48),CUT (-1.22),CUT (-1.36),49.2,54.7,-0.01,-0.0,7,4,56.7,210,2026-08-08T16:28:05.564902Z,63,60,96
"Taylor, Nick","Taylor, Nick",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,4,T61 (-0.30),T59 (+0.16),T26 (+1.22),T25 (+0.52),CUT (+0.26),T65 (-0.75),T43 (-1.14),48.6,40.0,-0.03,-0.0,7,1,67.9,249,2026-08-08T16:29:19.348832Z,64,55,26
"Svensson, Jesper","Svensson, Jesper",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-1.31),T44 (+0.26),78 (-1.59),T52 (-0.03),T4 (+2.50),T9 (+2.30),CUT (-2.26),50.0,54.0,-0.13,-0.02,7,2,67.9,78,2026-08-08T16:29:18.362695Z,65,64,93
"Greyserman, Max","Greyserman, Max",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,2,T50 (+0.20),T31 (+1.01),CUT (-1.61),T36 (+0.72),CUT (-0.42),T43 (+0.64),CUT (-0.72),52.2,47.1,-0.18,-0.03,7,3,66.2,145,2026-08-08T16:28:14.115895Z,66,72,58
"Hisatsune, Ryo","Hisatsune, Ryo",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,21,T50 (+0.20),T53 (+0.41),T9 (+2.23),T38 (+0.02),T43 (+0.64),52 (-3.39),66 (-0.50),38.6,41.0,-0.39,-0.06,7,0,72.4,116,2026-08-08T16:28:19.370863Z,67,30,30
"Silverman, Ben","Silverman, Ben",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (+0.19),CUT (-0.01),CUT (-0.17),T3 (+2.49),CUT (-2.42),CUT (-1.24),T54 (-0.00),58.2,57.8,-1.16,-0.17,7,5,55.0,209,2026-08-08T16:29:07.869401Z,68,97,114
"Shipley, Neal","Shipley, Neal",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,2,T50 (+0.20),T44 (+0.26),CUT (+0.06),CUT (-0.42),T65 (-0.86),T51 (+0.25),CUT (-0.86),60.6,57.6,-1.38,-0.2,7,3,52.7,55,2026-08-08T16:29:07.054704Z,69,107,113
"Potgieter, Aldrich","Potgieter, Aldrich",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-2.31),CUT (-1.01),T59 (+0.16),CUT (-0.21),CUT (-1.42),T8 (+2.25),T35 (+1.12),69.4,47.7,-1.42,-0.2,7,4,43.4,76,2026-08-08T16:28:57.412461Z,70,137,59
"Kirk, Chris","Kirk, Chris",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,3,T8 (+2.20),T31 (+1.01),T61 (-0.53),CUT (-1.74),CUT (-0.22),CUT (-3.36),T31 (+1.05),48.8,49.9,-1.58,-0.23,7,3,66.5,218,2026-08-08T16:28:31.987743Z,71,56,73
"Noren, Alex","Noren, Alex",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,T18 (+1.41),CUT (-2.21),T55 (-0.98),CUT (-0.24),CUT (-3.22),9 (+2.11),T26 (+1.37),57.8,42.7,-1.75,-0.25,7,3,75.6,213,2026-08-08T16:28:50.249055Z,72,95,35
"Eckroat, Austin","Eckroat, Austin",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,2,T38 (+0.95),T57 (-0.74),CUT (-0.17),T30 (+0.97),T58 (-0.02),73 (-2.00),T67 (-0.75),51.0,46.0,-1.77,-0.25,7,1,67.4,135,2026-08-08T16:28:06.790931Z,73,67,48
"Penge, Marco","Penge, Marco",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,2,T45 (+0.45),T18 (+1.41),CUT (+0.29),T9 (+1.98),CUT (-3.56),T30 (-0.35),T77 (-2.21),43.2,46.5,-1.99,-0.28,7,2,57.1,77,2026-08-08T16:28:55.669188Z,74,46,53
"Fisk, Steven","Fisk, Steven",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-4.31),CUT (-0.51),1 (+2.74),T67 (-0.77),CUT (-2.72),T10 (+2.25),T19 (+1.30),56.8,43.5,-2.02,-0.29,7,3,57.3,117,2026-08-08T16:28:09.924297Z,75,93,38
"Garnett, Brice","Garnett, Brice",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-0.81),CUT (-1.51),CUT (-2.17),CUT (-0.44),CUT (-0.92),T4 (+2.50),T22 (+1.25),72.0,50.1,-2.11,-0.3,7,5,53.7,246,2026-08-08T16:28:11.354870Z,76,141,75
"Hojgaard, Rasmus","Hojgaard, Rasmus",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,4 (+2.70),CUT (-0.01),CUT (-2.11),T36 (+0.72),CUT (-2.86),T62 (-0.45),T65 (-0.13),51.2,48.8,-2.14,-0.31,7,3,71.8,163,2026-08-08T16:28:22.451595Z,77,68,67
"Putnam, Andrew","Putnam, Andrew",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (+0.19),CUT (-1.51),T52 (-0.03),T51 (+0.23),T65 (-0.86),CUT (-1.72),T17 (+1.50),62.4,51.1,-2.2,-0.31,7,3,66.5,248,2026-08-08T16:28:59.318561Z,78,115,82
"List, Luke","List, Luke",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-0.51),T15 (+1.75),T49 (+0.24),CUT (-2.42),T38 (+0.69),T40 (+0.55),CUT (-2.53),49.2,55.3,-2.23,-0.32,7,3,54.4,252,2026-08-08T16:28:39.522323Z,79,60,99
"Smalley, Alex","Smalley, Alex",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,T53 (+0.41),CUT (-0.21),T47 (-0.48),CUT (-1.74),CUT (-5.91),T3 (+2.75),T2 (+2.87),63.2,34.7,-2.3,-0.33,7,3,61.7,149,2026-08-08T16:29:09.959550Z,80,118,16
"Riley, Davis","Riley, Davis",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,3 (+2.95),CUT (-2.01),T42 (+0.50),69 (-1.28),T65 (-0.52),CUT (-0.72),T71 (-1.25),50.2,58.3,-2.34,-0.33,7,2,59.7,181,2026-08-08T16:29:01.764701Z,81,65,116
"Hoge, Tom","Hoge, Tom",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-0.31),CUT (-2.01),T10 (+1.74),T33 (+0.98),T38 (+0.02),CUT (-0.22),51 (-2.64),45.0,45.1,-2.44,-0.35,7,3,63.3,278,2026-08-08T16:28:21.755541Z,82,47,44
"Wise, Aaron","Wise, Aaron",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (+0.19),CUT (-4.51),T15 (+1.75),T3 (+2.49),T39 (+0.73),CUT (-0.95),CUT (-2.26),40.2,56.1,-2.57,-0.37,7,4,58.4,166,2026-08-08T16:29:26.464693Z,83,39,104
"Saddier, Adrien","Saddier, Adrien",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,T45 (+0.45),CUT (-2.11),T61 (-0.53),CUT (-0.46),CUT (-0.74),T42 (+0.25),T40 (+0.55),64.4,58.7,-2.58,-0.37,7,3,58.3,168,2026-08-08T16:29:05.170887Z,84,119,119
"Lipsky, David","Lipsky, David",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,T31 (+1.20),CUT (-1.51),T49 (+0.24),T21 (+1.48),CUT (-0.22),CUT (-3.36),CUT (-0.56),49.0,51.0,-2.74,-0.39,7,4,59.0,234,2026-08-08T16:28:38.515652Z,85,58,81
"Akina, Kihei","Akina, Kihei",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,T16 (+1.36),CUT (-0.56),CUT (-4.10),T49 (+0.36),CUT (+0.14),—,—,56.2,56.2,-2.81,-0.56,5,3,40.0,5,2026-08-08T16:27:53.925339Z,86,87,105
"Dumont De Chassart, Adrien","Dumont De Chassart, Adrien",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,3,T53 (+0.39),T17 (-0.10),T132 (-3.10),—,—,—,—,67.3,67.3,-2.82,-0.94,3,0,100.0,3,2026-08-08T16:28:05.588636Z,87,131,137
"Highsmith, Joe","Highsmith, Joe",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,T42 (+0.70),CUT (-1.01),T6 (+2.50),CUT (-0.21),CUT (-0.92),70 (-1.25),CUT (-2.86),52.8,61.7,-3.06,-0.44,7,4,52.0,102,2026-08-08T16:28:18.669969Z,88,76,127
"Wu, Dylan","Wu, Dylan",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,T65 (-0.55),CUT (-1.01),CUT (-0.17),T34 (+0.74),CUT (-0.92),72 (-1.86),T45 (+0.50),63.0,64.8,-3.28,-0.47,7,3,56.2,176,2026-08-08T16:29:27.167118Z,89,116,131
"Villegas, Camilo","Villegas, Camilo",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,4,T51 (+0.01),T48 (+0.25),T66 (-1.01),T65 (-0.52),CUT (-1.72),CUT (-0.86),T40 (+0.55),60.4,60.3,-3.3,-0.47,7,2,48.0,202,2026-08-08T16:29:23.894697Z,90,105,122
"Schmid, Matti","Schmid, Matti",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-2.31),T44 (+0.26),T21 (+1.47),CUT (-4.24),CUT (-0.22),CUT (-0.95),T4 (+2.62),56.2,51.3,-3.36,-0.48,7,4,54.2,107,2026-08-08T16:29:06.824153Z,91,87,83
"Finau, Tony","Finau, Tony",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,1,T71 (-1.30),CUT (-1.51),T58 (-0.02),T55 (-0.98),T40 (+0.75),T29 (+0.36),CUT (-0.86),59.2,50.6,-3.57,-0.51,7,2,82.8,232,2026-08-08T16:28:08.767665Z,92,98,79
"Kang, Jeffrey","Kang, Jeffrey",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-1.31),T64 (-1.49),T48 (+0.25),CUT (-0.94),CUT (-0.42),T42 (+0.25),T54 (+0.05),65.6,56.7,-3.61,-0.52,7,3,44.2,77,2026-08-08T16:28:29.436334Z,93,126,109
"Streelman, Kevin","Streelman, Kevin",,Wyndham Championship,2026-08-06,Sedgefield Country Club,pga,0,CUT (-2.31),T24 (+1.26),T39 (+0.49),CUT (-0.42),T42 (+0.25),CUT (-2.45),CUT (-0.76),49.8,57.2,-3.93,-0.56,7,4,63.2,223,2026-08-08T16:29:16.644097Z,94,63,111
